key,source,target
GraphLiteral/1796897760,Подниматься за бег нажатый,
GraphLiteral/1618698004,Альпинист AI :: не может начать блуждать,
GraphLiteral/2819251356,Альпинист AI :: не может перестать бродить,
GraphLiteral/704800841,Альпинист AI :: Начните преследовать цель (холостое время),
GraphLiteral/2564879416,Альпинист AI :: Начните преследовать цель (бег),
GraphLiteral/3169797935,Альпинист AI :: Начните преследовать цель (прогулка),
GraphLiteral/2831073260,Атака в восхождение,
GraphLiteral/692856776,ЗАКРЫВАТЬ,
GraphLiteral/1782234725,КЛУБ КОВЧЕГ,
GraphLiteral/964311837,НАГРАДА КЛУБА КОВЧЕГА,
GraphLiteral/3260994849,"КЛУБ АРК:
Вступите в загадочную симуляцию фантастического «Клуба», вдохновленного мирами ARK и за его пределами. Пока вы поднимаете ноги и тусуетесь, вы можете погрузиться в множество постоянно растущих мини-игр и миссий, зарабатывая призы, предметы и динозавров, которые вы можете взять с собой «домой»!",
GraphLiteral/3284023572,ХОЛОД,
GraphLiteral/3461385920,Боевой,
GraphLiteral/1664111034,КОМБИНИРОВАННЫЙ ПРОЕКТ,
GraphLiteral/856939636,Комбо,
GraphLiteral/1285312519,ВСКОРЕ!,
GraphLiteral/2822785959,ПОДТВЕРЖДАТЬ,
GraphLiteral/3667587404,ПОДТВЕРЖДЕНИЕ,
GraphLiteral/2928834924,Потребляемый,
GraphLiteral/1672949390,контроллер,
GraphLiteral/3651424765,Чувствительность курсора контроллера:,
GraphLiteral/2280063198,Вибрация пользовательского интерфейса контроллера:,
GraphLiteral/1913607502,Вибрация контроллера:,
GraphLiteral/762309123,Копировать онлайн -идентификатор,
GraphLiteral/58966287,Правильно каноэ,
GraphLiteral/2766206397,ИСПРАВЛЕНИЯ К ИСКУССТВЕННОЙ ПРЕОБРАЗОВАНИЯ {,
GraphLiteral/2854445489,КОСМЕТИКА,
GraphLiteral/3204540605,ХРАБРОСТЬ,
GraphLiteral/1639182961,Элемент ремесленного слота (модификатор):,
